C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
17355,7997,P05953_E,P059,59,53,E,5434,C2,Yr4,547700.5,2908316.3,9/12/2018,Ridge,64,35,35,35,35,299,264,148,Yes
17356,7998,P05953_N,P059,59,53,N,5435,C2,Yr4,547666.5,2908324.4,9/12/2018,Ridge,75,30,35,36,33.7,299,265.3,161,Yes
17357,7999,P05954_C,P059,59,54,C,5436,C2,Yr4,547423.2,2908453.7,9/12/2018,Ridge,61,34,31,33,32.7,299,266.3,156,Yes
17358,8000,P05954_E,P059,59,54,E,5437,C2,Yr4,547433.5,2908453.7,9/12/2018,Ridge,65,35,34,35,34.7,299,264.3,139,Yes
17359,8001,P05954_N,P059,59,54,N,5438,C2,Yr4,547423.2,2908476.6,9/12/2018,Ridge,88,35,35,34,34.7,299,264.3,157,Yes
17360,8002,P05955_C,P059,59,55,C,5439,C2,Yr4,547519.4,2908316.9,9/12/2018,Ridge,60,38,38,39,38.3,299,260.7,178,Yes
17361,8003,P05955_E,P059,59,55,E,5440,C2,Yr4,547539.1,2908316.9,9/12/2018,Ridge,77,38,39,38,38.3,299,260.7,147,Yes
17362,8004,P05955_N,P059,59,55,N,5441,C2,Yr4,547519.4,2908340.1,9/12/2018,Ridge,61,38,39,38,38.3,299,260.7,141,Yes
17363,8005,P05957_C,P059,59,57,C,5442,C2,Yr4,547774.6,2909048.8,9/12/2018,Ridge,75,35,37,35,35.7,299,263.3,189,Yes
17364,8006,P05957_E,P059,59,57,E,5443,C2,Yr4,547777.7,2909048.8,9/12/2018,Ridge,60,38,37,37,37.3,299,261.7,214,Yes
17365,8007,P05957_N,P059,59,57,N,5444,C2,Yr4,547774.6,2909075.1,9/12/2018,Ridge,51,38,35,35,36,299,263,226,Yes
17366,8008,P05958_C,P059,59,58,C,5445,C2,Yr4,547890,2908786.9,9/12/2018,Ridge,73,38,41,38,39,299,260,171,Yes
17367,8009,P05958_E,P059,59,58,E,5446,C2,Yr4,547899.5,2908786.9,9/12/2018,Ridge,65,38,39,38,38.3,299,260.7,222,Yes
17368,8010,P05958_N,P059,59,58,N,5447,C2,Yr4,547890,2908808.8,9/12/2018,Ridge,84,40,39,39,39.3,299,259.7,195,Yes
17369,8011,P05959_C,P059,59,59,C,5448,C2,Yr4,547645.1,2908949.5,9/12/2018,Ridge,53,37,36,35,36,299,263,184,Yes
17370,8012,P05959_E,P059,59,59,E,5449,C2,Yr4,547657.2,2908949.5,9/12/2018,Ridge,60,37,38,35,36.7,299,262.3,185,Yes
17371,8013,P05959_N,P059,59,59,N,5450,C2,Yr4,547645.1,2908966.8,9/12/2018,Ridge,75,35,35,36,35.3,299,263.7,163,Yes
17372,8014,P05961_C,P059,59,61,C,5451,C2,Yr4,546315.7,2910166.1,9/12/2018,Ridge,66,31,33,32,32,299,267,174,Yes
17373,8015,P05961_E,P059,59,61,E,5452,C2,Yr4,546322.7,2910166.1,9/12/2018,Ridge,68,31,31,31,31,299,268,133,Yes
17374,8016,P05961_N,P059,59,61,N,5453,C2,Yr4,546315.7,2910197,9/12/2018,Ridge,75,30,31,29,30,299,269,197,Yes
17375,8017,P05963_C,P059,59,63,C,5454,C2,Yr4,546440.4,2910149.1,9/12/2018,Ridge,51,30,30,30,30,299,269,153,Yes
17376,8018,P05963_E,P059,59,63,E,5455,C2,Yr4,546444,2910149.1,9/12/2018,Ridge,45,29,30,29,29.3,299,269.7,157,Yes
17377,8019,P05963_N,P059,59,63,N,5456,C2,Yr4,546440.4,2910166.6,9/12/2018,Ridge,66,31,32,31,31.3,299,267.7,182,Yes
17378,8020,P05965_C,P059,59,65,C,5457,C2,Yr4,546252.1,2910107,9/12/2018,Ridge,87,34,34,31,33,299,266,171,Yes
17379,8021,P05965_E,P059,59,65,E,5458,C2,Yr4,546268.7,2910107,9/12/2018,Ridge,73,31,29,31,30.3,299,268.7,147,Yes
17380,8022,P05965_N,P059,59,65,N,5459,C2,Yr4,546252.1,2910123.3,9/12/2018,Ridge,195,26,34,32,30.7,299,268.3,168,Yes
17381,10511,PDPM32_E,PDPM,DPM,32,E,4192,C2,Yr3,537102,2856934,3/16/2018,Ridge,NA,NA,NA,NA,NA,#N/A,,NA,No
17382,1,P00001_C,P000,0,1,C,1,C3,Yr1,531070,2841021.1,12/4/2020,Transition,113,89,87,89,88.3,227,138.7,139,Yes
17383,2,P00001_E,P000,0,1,E,2,C3,Yr1,531079.5,2841017.9,12/4/2020,Transition,123,89,90,91,90,227,137,144,Yes
17384,3,P00001_N,P000,0,1,N,3,C3,Yr1,531074.9,2841035.3,12/4/2020,Transition,98,89,91,91,90.3,227,136.7,143,Yes
17385,4,P00002_C,P000,0,2,C,4,C3,Yr1,531157.6,2841087.9,12/4/2020,Slough,94,105,102,101,102.7,227,124.3,0,Yes
17386,5,P00002_E,P000,0,2,E,5,C3,Yr1,531174,2841077,12/4/2020,Slough,79,112,113,107,110.7,227,116.3,0,Yes
17387,6,P00002_N,P000,0,2,N,6,C3,Yr1,531156,2841083.1,12/4/2020,Slough,97,101,101,102,101.3,227,125.7,0,Yes
17388,7,P00003_C,P000,0,3,C,7,C3,Yr1,531144,2840874.1,12/4/2020,Slough,119,104,103,108,105,227,122,0,Yes
17389,8,P00003_E,P000,0,3,E,8,C3,Yr1,531150.6,2840871.9,12/4/2020,Slough,127,104,105,104,104.3,227,122.7,0,Yes
17390,9,P00003_N,P000,0,3,N,9,C3,Yr1,531145.6,2840878.9,12/4/2020,Slough,122,104,105,109,106,227,121,0,Yes
17391,10,P00004_C,P000,0,4,C,10,C3,Yr1,531040,2841163.1,12/4/2020,Ridge,108,89,90,89,89.3,227,137.7,193,Yes
17392,11,P00004_E,P000,0,4,E,11,C3,Yr1,531046.2,2841181.1,12/4/2020,Ridge,102,85,84,84,84.3,227,142.7,176,Yes
17393,12,P00004_N,P000,0,4,N,12,C3,Yr1,531062.7,2841155.3,12/4/2020,Ridge,94,91,91,90,90.7,227,136.3,194,Yes
17394,13,P00005_C,P000,0,5,C,13,C3,Yr1,531064,2841001.1,12/4/2020,Slough,111,94,91,89,91.3,227,135.7,144,Yes
17395,14,P00005_E,P000,0,5,E,14,C3,Yr1,531076.3,2840996.9,12/4/2020,Slough,115,89,90,89,89.3,227,137.7,139,Yes
17396,15,P00005_N,P000,0,5,N,15,C3,Yr1,531070.2,2841019.1,12/4/2020,Transition,111,90,86,91,89,227,138,142,Yes
17397,16,P00006_C,P000,0,6,C,16,C3,Yr1,531328,2841056.2,12/4/2020,Slough,107,106,106,105,105.7,225,119.3,165,Yes
17398,17,P00006_E,P000,0,6,E,17,C3,Yr1,531350.7,2841048.3,12/4/2020,Slough,81,105,107,107,106.3,225,118.7,192,Yes
17399,18,P00006_N,P000,0,6,N,18,C3,Yr1,531334.8,2841076,12/4/2020,Slough,105,112,110,110,110.7,225,114.3,0,Yes
17400,19,P00007_C,P000,0,7,C,19,C3,Yr1,531429,2841151.2,12/4/2020,Transition,102,110,111,109,110,225,115,195,Yes
17401,20,P00007_E,P000,0,7,E,20,C3,Yr1,531439.4,2841147.6,12/4/2020,Transition,101,108,105,108,107,225,118,195,Yes
17402,21,P00007_N,P000,0,7,N,21,C3,Yr1,531430.3,2841154.9,12/4/2020,Slough,97,110,110,113,111,225,114,183,Yes
17403,22,P00008_C,P000,0,8,C,22,C3,Yr1,531424,2840984.2,12/4/2020,Transition,103,101,101,102,101.3,225,123.7,149,Yes
17404,23,P00008_E,P000,0,8,E,23,C3,Yr1,531427.8,2840982.8,12/4/2020,Ridge,137,100,93,94,95.7,225,129.3,174,Yes
17405,24,P00008_N,P000,0,8,N,24,C3,Yr1,531430.2,2841002.1,12/4/2020,Ridge,107,99,100,101,100,225,125,173,Yes
17406,25,P00009_C,P000,0,9,C,25,C3,Yr1,531358,2841220.2,12/4/2020,Transition,95,99,98,99,98.7,227,128.3,158,Yes
17407,26,P00009_E,P000,0,9,E,26,C3,Yr1,531390.1,2841209.1,12/4/2020,Transition,107,104,103,106,104.3,227,122.7,178,Yes
17408,27,P00009_N,P000,0,9,N,27,C3,Yr1,531361.9,2841231.5,12/4/2020,Slough,109,91,90,91,90.7,227,136.3,0,Yes
17409,28,P00010_C,P000,0,10,C,28,C3,Yr1,531241,2841050.2,12/4/2020,Slough,98,104,105,101,103.3,225,121.7,0,Yes
17410,29,P00010_E,P000,0,10,E,29,C3,Yr1,531246.7,2841048.2,12/4/2020,Slough,95,106,105,106,105.7,225,119.3,0,Yes
17411,30,P00010_N,P000,0,10,N,30,C3,Yr1,531244.3,2841059.6,12/4/2020,Slough,90,109,107,105,107,225,118,175,Yes
17412,31,P00011_C,P000,0,11,C,31,C3,Yr1,531922,2840695.2,12/4/2020,Transition,101,101,104,101,102,221,119,170,Yes
17413,32,P00011_E,P000,0,11,E,32,C3,Yr1,531943.7,2840687.7,12/4/2020,Slough,93,107,103,106,105.3,221,115.7,0,Yes
17414,33,P00011_N,P000,0,11,N,33,C3,Yr1,531923.6,2840699.9,12/4/2020,Transition,118,109,102,106,105.7,221,115.3,182,Yes
17415,34,P00012_C,P000,0,12,C,34,C3,Yr1,531958,2840686.2,12/4/2020,Slough,111,107,108,108,107.7,221,113.3,0,Yes
17416,35,P00012_E,P000,0,12,E,35,C3,Yr1,531987.3,2840676.1,12/4/2020,Slough,123,108,106,107,107,221,114,0,Yes
17417,36,P00012_N,P000,0,12,N,36,C3,Yr1,531965.5,2840707.9,12/4/2020,Slough,121,104,104,106,104.7,221,116.3,0,Yes
17418,37,P00013_C,P000,0,13,C,37,C3,Yr1,531990,2840591.2,12/4/2020,Ridge,133,80,82,81,81,221,140,195,Yes
17419,38,P00013_E,P000,0,13,E,38,C3,Yr1,532008,2840585,12/4/2020,Transition,134,100,100,99,99.7,220,120.3,140,Yes
17420,39,P00013_N,P000,0,13,N,39,C3,Yr1,532000.1,2840620.5,12/4/2020,Ridge,148,82,82,80,81.3,220,138.7,197,Yes
17421,40,P00014_C,P000,0,14,C,40,C3,Yr1,531909,2840845.2,12/4/2020,Slough,127,111,109,112,110.7,224,113.3,0,Yes
17422,41,P00014_E,P000,0,14,E,41,C3,Yr1,531935.5,2840836,12/4/2020,Ridge,183,80,82,81,81,224,143,189,Yes
17423,42,P00014_N,P000,0,14,N,42,C3,Yr1,531912.9,2840856.5,12/4/2020,Slough,125,107,109,107,107.7,224,116.3,0,Yes
17424,43,P00015_C,P000,0,15,C,43,C3,Yr1,531794,2840631.2,12/4/2020,Ridge,122,102,102,103,102.3,221,118.7,196,Yes
17425,44,P00015_E,P000,0,15,E,44,C3,Yr1,531813.9,2840624.3,12/4/2020,Transition,133,100,101,102,101,221,120,155,Yes
17426,45,P00015_N,P000,0,15,N,45,C3,Yr1,531804.1,2840660.5,12/4/2020,Transition,132,105,108,106,106.3,221,114.7,0,Yes
17427,46,P00021_C,P000,0,21,C,46,C3,Yr1,531247,2842434.2,12/9/2020,Ridge,55,102,102,101,101.7,236,134.3,167,Yes
17428,47,P00021_E,P000,0,21,E,47,C3,Yr1,531277.3,2842423.7,12/9/2020,Ridge,56,104,103,104,103.7,236,132.3,150,Yes
17429,48,P00021_N,P000,0,21,N,48,C3,Yr1,531248.6,2842438.9,12/9/2020,Ridge,68,101,101,106,102.7,236,133.3,159,Yes
17430,49,P00022_C,P000,0,22,C,49,C3,Yr1,531263,2842444.2,12/9/2020,Ridge,58,96,95,96,95.7,236,140.3,175,Yes
17431,50,P00022_E,P000,0,22,E,50,C3,Yr1,531280,2842438.3,12/9/2020,Ridge,52,104,103,104,103.7,236,132.3,144,Yes
17432,51,P00022_N,P000,0,22,N,51,C3,Yr1,531273.7,2842475.4,12/9/2020,Ridge,62,102,101,100,101,236,135,160,Yes
17433,52,P00023_C,P000,0,23,C,52,C3,Yr1,531282,2842266.2,12/9/2020,Slough,61,115,113,117,115,232,117,0,Yes
17434,53,P00023_E,P000,0,23,E,53,C3,Yr1,531290.5,2842263.2,12/9/2020,Slough,44,99,102,100,100.3,232,131.7,149,Yes
17435,54,P00023_N,P000,0,23,N,54,C3,Yr1,531292.7,2842297.4,12/9/2020,Slough,48,101,101,98,100,232,132,147,Yes
17436,61,P00026_C,P000,0,26,C,55,C3,Yr1,531899,2842518.2,12/4/2020,Ridge,86,102,96,97,98.3,234,135.7,190,Yes
17437,62,P00026_E,P000,0,26,E,56,C3,Yr1,531918.9,2842511.3,12/4/2020,Ridge,84,100,100,102,100.7,234,133.3,154,Yes
17438,63,P00026_N,P000,0,26,N,57,C3,Yr1,531909.7,2842549.4,12/4/2020,Ridge,77,94,102,104,100,234,134,178,Yes
17439,64,P00027_C,P000,0,27,C,58,C3,Yr1,532014,2842603.2,12/9/2020,Transition,78,114,115,115,114.7,234,119.3,0,Yes
17440,65,P00027_E,P000,0,27,E,59,C3,Yr1,532025.3,2842599.2,12/9/2020,Slough,65,118,114,112,114.7,234,119.3,0,Yes
17441,66,P00027_N,P000,0,27,N,60,C3,Yr1,532024.7,2842634.4,12/9/2020,Slough,64,108,109,108,108.3,234,125.7,0,Yes
17442,67,P00028_C,P000,0,28,C,61,C3,Yr1,531931,2842499.2,12/4/2020,Transition,74,87,91,81,86.3,234,147.7,182,Yes
17443,68,P00028_E,P000,0,28,E,62,C3,Yr1,531950.9,2842492.3,12/4/2020,Transition,67,103,100,102,101.7,234,132.3,193,Yes
17444,69,P00028_N,P000,0,28,N,63,C3,Yr1,531938.5,2842520.9,12/4/2020,Ridge,82,101,102,106,103,234,131,154,Yes
17445,70,P00029_C,P000,0,29,C,64,C3,Yr1,531899,2842647.2,12/9/2020,Transition,50,94,95,97,95.3,234,138.7,164,Yes
17446,71,P00029_E,P000,0,29,E,65,C3,Yr1,531914.1,2842641.9,12/9/2020,Transition,47,101,103,104,102.7,234,131.3,176,Yes
17447,72,P00029_N,P000,0,29,N,66,C3,Yr1,531908.1,2842673.6,12/9/2020,Ridge,64,86,85,84,85,234,149,161,Yes
17448,73,P00030_C,P000,0,30,C,67,C3,Yr1,531862,2842515.2,12/9/2020,Transition,86,103,102,104,103,234,131,148,Yes
17449,74,P00030_E,P000,0,30,E,68,C3,Yr1,531882.8,2842508,12/9/2020,Ridge,69,101,103,100,101.3,234,132.7,199,Yes
17450,75,P00030_N,P000,0,30,N,69,C3,Yr1,531864,2842520.8,12/9/2020,Ridge,77,99,100,99,99.3,234,134.7,162,Yes
17451,76,P00032_C,P000,0,32,C,70,C3,Yr1,532023,2842087.2,12/4/2020,Ridge,77,79,78,82,79.7,230,150.3,221,Yes
17452,77,P00032_E,P000,0,32,E,71,C3,Yr1,532026.8,2842085.8,12/4/2020,Ridge,80,74,75,82,77,230,153,206,Yes
17453,78,P00032_N,P000,0,32,N,72,C3,Yr1,532031.5,2842111.7,12/4/2020,Ridge,122,77,76,74,75.7,230,154.3,201,Yes
17454,79,P00033_C,P000,0,33,C,73,C3,Yr1,532522,2841954.2,12/4/2020,Slough,108,112,107,110,109.7,227,117.3,0,Yes
17455,80,P00033_E,P000,0,33,E,74,C3,Yr1,532546.6,2841945.7,12/4/2020,Transition,100,111,113,106,110,227,117,155,Yes
17456,81,P00033_N,P000,0,33,N,75,C3,Yr1,532529.8,2841976.8,12/4/2020,Slough,104,116,114,117,115.7,227,111.3,0,Yes
17457,82,P00034_C,P000,0,34,C,76,C3,Yr1,532493,2842274.2,12/4/2020,Ridge,79,103,102,102,102.3,230,127.7,235,Yes
17458,83,P00034_E,P000,0,34,E,77,C3,Yr1,532525.1,2842263.1,12/4/2020,Transition,86,91,91,91,91,230,139,170,Yes
17459,84,P00034_N,P000,0,34,N,78,C3,Yr1,532498.5,2842290.2,12/4/2020,Slough,70,111,114,115,113.3,230,116.7,0,Yes
17460,85,P00035_C,P000,0,35,C,79,C3,Yr1,532421,2842079.2,12/4/2020,Ridge,79,100,101,100,100.3,230,129.7,167,Yes
17461,86,P00035_E,P000,0,35,E,80,C3,Yr1,532432.3,2842075.2,12/4/2020,Ridge,104,91,85,87,87.7,230,142.3,199,Yes
17462,87,P00035_N,P000,0,35,N,81,C3,Yr1,532431.7,2842110.4,12/4/2020,Slough,64,111,107,111,109.7,230,120.3,0,Yes
17463,88,P00037_C,P000,0,37,C,82,C3,Yr1,532516,2842092.2,12/4/2020,Ridge,94,101,98,97,98.7,230,131.3,166,Yes
17464,89,P00037_E,P000,0,37,E,83,C3,Yr1,532525.5,2842088.9,12/4/2020,Transition,109,92,89,91,90.7,230,139.3,0,Yes
17465,90,P00037_N,P000,0,37,N,84,C3,Yr1,532527.1,2842124.3,12/4/2020,Ridge,94,99,93,99,97,230,133,173,Yes
17466,91,P00041_C,P000,0,41,C,85,C3,Yr1,531882,2843834.2,12/9/2020,Ridge,71,103,104,106,104.3,244,139.7,185,Yes
17467,92,P00041_E,P000,0,41,E,86,C3,Yr1,531912.3,2843823.7,12/9/2020,Ridge,53,85,90,92,89,244,155,157,Yes
17468,93,P00041_N,P000,0,41,N,87,C3,Yr1,531884.6,2843841.7,12/9/2020,Ridge,68,100,104,101,101.7,244,142.3,196,Yes
17469,94,P00042_C,P000,0,42,C,88,C3,Yr1,531896,2843853.2,12/9/2020,Ridge,27,103,102,103,102.7,244,141.3,163,Yes
17470,95,P00042_E,P000,0,42,E,89,C3,Yr1,531925.3,2843843.1,12/9/2020,Ridge,40,102,102,101,101.7,244,142.3,188,Yes
17471,96,P00042_N,P000,0,42,N,90,C3,Yr1,531899.9,2843864.5,12/9/2020,Ridge,47,100,101,99,100,244,144,119,Yes
17472,97,P00043_C,P000,0,43,C,91,C3,Yr1,531854,2843731.2,12/9/2020,Ridge,41,90,89,90,89.7,244,154.3,190,Yes
17473,98,P00043_E,P000,0,43,E,92,C3,Yr1,531870.1,2843725.6,12/9/2020,Ridge,35,89,88,88,88.3,244,155.7,156,Yes
17474,99,P00043_N,P000,0,43,N,93,C3,Yr1,531857.6,2843741.6,12/9/2020,Ridge,56,84,84,86,84.7,244,159.3,166,Yes
17475,100,P00044_C,P000,0,44,C,94,C3,Yr1,531826,2843945.2,12/9/2020,Slough,24,107,106,108,107,244,137,140,Yes
17476,101,P00044_E,P000,0,44,E,95,C3,Yr1,531829.8,2843943.8,12/9/2020,Slough,19,103,103,103,103,244,141,120,Yes
17477,102,P00044_N,P000,0,44,N,96,C3,Yr1,531836.1,2843974.5,12/9/2020,Slough,6,104,105,102,103.7,244,140.3,133,Yes
17478,103,P00045_C,P000,0,45,C,97,C3,Yr1,531730,2843723.2,12/9/2020,Transition,80,110,108,111,109.7,244,134.3,159,Yes
17479,104,P00045_E,P000,0,45,E,98,C3,Yr1,531752.7,2843715.3,12/9/2020,Ridge,66,107,108,109,108,244,136,163,Yes
17480,105,P00045_N,P000,0,45,N,99,C3,Yr1,531736.5,2843742.1,12/9/2020,Transition,32,106,107,108,107,244,137,135,Yes
17481,106,P00046_C,P000,0,46,C,100,C3,Yr1,532280,2843967.2,12/9/2020,Ridge,66,100,99,101,100,243,143,207,Yes
17482,107,P00046_E,P000,0,46,E,101,C3,Yr1,532311.2,2843956.4,12/9/2020,Ridge,80,103,107,107,105.7,243,137.3,180,Yes
17483,108,P00046_N,P000,0,46,N,102,C3,Yr1,532282.9,2843975.7,12/9/2020,Ridge,70,108,106,108,107.3,243,135.7,155,Yes
17484,109,P00047_C,P000,0,47,C,103,C3,Yr1,532411,2844001.2,12/9/2020,Ridge,65,101,103,99,101,247,146,144,Yes
17485,110,P00047_E,P000,0,47,E,104,C3,Yr1,532440.3,2843991.1,12/9/2020,Transition,68,104,103,106,104.3,243,138.7,0,Yes
17486,111,P00047_N,P000,0,47,N,105,C3,Yr1,532422.4,2844034.2,12/9/2020,Ridge,69,96,96,96,96,247,151,160,Yes
17487,112,P00048_C,P000,0,48,C,106,C3,Yr1,532285,2843885.2,12/9/2020,Slough,74,103,105,104,104,243,139,135,Yes
17488,113,P00048_E,P000,0,48,E,107,C3,Yr1,532295.4,2843881.6,12/9/2020,Transition,55,102,100,101,101,243,142,134,Yes
17489,114,P00048_N,P000,0,48,N,108,C3,Yr1,532289.9,2843899.3,12/9/2020,Transition,75,109,108,107,108,243,135,139,Yes
17490,115,P00049_C,P000,0,49,C,109,C3,Yr1,532263,2844061.2,12/9/2020,Transition,42,104,104,103,103.7,247,143.3,151,Yes
17491,116,P00049_E,P000,0,49,E,110,C3,Yr1,532276.2,2844056.6,12/9/2020,Transition,47,110,104,107,107,247,140,110,Yes
17492,117,P00049_N,P000,0,49,N,111,C3,Yr1,532264,2844064,12/9/2020,Transition,72,109,110,109,109.3,247,137.7,140,Yes
17493,118,P00050_C,P000,0,50,C,112,C3,Yr1,532229,2843903.2,12/9/2020,Ridge,77,103,104,105,104,243,139,150,Yes
17494,119,P00050_E,P000,0,50,E,113,C3,Yr1,532253.6,2843894.7,12/9/2020,Ridge,75,109,113,109,110.3,243,132.7,164,Yes
17495,120,P00050_N,P000,0,50,N,114,C3,Yr1,532234.5,2843919.2,12/9/2020,Ridge,72,104,104,105,104.3,243,138.7,146,Yes
17496,121,P00066_C,P000,0,66,C,115,C3,Yr1,532366,2844188.2,12/9/2020,XXXXXX,68,103,104,104,103.7,247,143.3,115,Yes
17497,122,P00066_E,P000,0,66,E,116,C3,Yr1,532368.8,2844187.2,12/9/2020,XXXXXX,71,103,104,105,104,247,143,0,Yes
17498,123,P00066_N,P000,0,66,N,117,C3,Yr1,532369.6,2844198.6,12/9/2020,Transition,57,101,103,103,102.3,247,144.7,0,Yes
17499,124,P00067_C,P000,0,67,C,118,C3,Yr1,532376,2844201.2,12/9/2020,Transition,53,104,105,105,104.7,247,142.3,113,Yes
17500,125,P00067_E,P000,0,67,E,119,C3,Yr1,532406.3,2844190.7,12/9/2020,Transition,101,104,102,103,103,247,144,163,Yes
17501,126,P00067_N,P000,0,67,N,120,C3,Yr1,532379.6,2844211.6,12/9/2020,Transition,59,108,104,106,106,247,141,0,Yes
17502,127,P00068_C,P000,0,68,C,121,C3,Yr1,532342,2844093.2,12/9/2020,Ridge,52,101,102,99,100.7,247,146.3,154,Yes
17503,128,P00068_E,P000,0,68,E,122,C3,Yr1,532370.4,2844083.4,12/9/2020,Ridge,68,103,104,104,103.7,247,143.3,180,Yes
17504,129,P00068_N,P000,0,68,N,123,C3,Yr1,532343.6,2844097.9,12/9/2020,Ridge,49,98,100,99,99,247,148,150,Yes
17505,130,P00069_C,P000,0,69,C,124,C3,Yr1,532368,2844339.2,12/9/2020,Transition,31,103,104,104,103.7,247,143.3,118,Yes
17506,131,P00069_E,P000,0,69,E,125,C3,Yr1,532396.4,2844329.4,12/9/2020,Ridge,77,106,105,105,105.3,247,141.7,174,Yes
17507,132,P00069_N,P000,0,69,N,126,C3,Yr1,532376.8,2844364.7,12/9/2020,Ridge,16,103,105,104,104,247,143,0,Yes
17508,133,P00070_C,P000,0,70,C,127,C3,Yr1,532288,2844157.2,12/9/2020,Ridge,83,106,105,110,107,247,140,168,Yes
17509,134,P00070_E,P000,0,70,E,128,C3,Yr1,532305,2844151.3,12/9/2020,Ridge,111,102,102,103,102.3,247,144.7,186,Yes
17510,135,P00070_N,P000,0,70,N,129,C3,Yr1,532293.2,2844172.3,12/9/2020,Transition,72,111,110,111,110.7,247,136.3,179,Yes
17511,146,P00103_C,P001,1,3,C,136,C3,Yr1,566583,2941026,10/30/2020,Slough,379,55,53,55,54.3,495,440.7,0,Yes
17512,147,P00103_E,P001,1,3,E,137,C3,Yr1,566594,2941029,10/30/2020,Slough,379,57,58,57,57.3,495,437.7,0,Yes
17513,149,P00104_C,P001,1,4,C,139,C3,Yr1,566667,2941037,10/30/2020,Slough,379,54,54,58,55.3,495,439.7,0,Yes
17514,150,P00104_E,P001,1,4,E,140,C3,Yr1,566677,2941041,10/30/2020,Slough,379,62,61,59,60.7,495,434.3,0,Yes
17515,152,P00105_C,P001,1,5,C,142,C3,Yr1,566702,2940915,10/30/2020,Slough,379,61,60,62,61,495,434,0,Yes
17516,153,P00105_E,P001,1,5,E,143,C3,Yr1,566711,2940918,10/30/2020,Slough,379,60,59,62,60.3,495,434.7,0,Yes
17517,157,P00107_C,P001,1,7,C,145,C3,Yr1,566640.7,2940826.4,10/30/2020,XXXXXX,NA,NA,NA,NA,NA,NA,NA,NA,Yes
17518,158,P00107_E,P001,1,7,E,146,C3,Yr1,566645.8,2940832,10/30/2020,XXXXXX,NA,NA,NA,NA,NA,NA,NA,NA,Yes
17519,160,P00108_C,P001,1,8,C,148,C3,Yr1,566555,2940823,10/30/2020,Slough,379,61,54,60,58.3,495,436.7,0,Yes
17520,161,P00108_E,P001,1,8,E,149,C3,Yr1,566564,2940826,10/30/2020,Slough,379,60,61,58,59.7,495,435.3,0,Yes
17521,163,P00109_C,P001,1,9,C,151,C3,Yr1,566624,2940969,10/30/2020,Slough,379,55,53,55,54.3,495,440.7,72,Yes
17522,164,P00109_E,P001,1,9,E,152,C3,Yr1,566631,2940972,10/30/2020,Transition,379,62,68,61,63.7,495,431.3,88,Yes
17523,166,P00110_C,P001,1,10,C,154,C3,Yr1,566667,2940886,10/30/2020,Slough,379,54,55,57,55.3,495,439.7,86,Yes
17524,167,P00110_E,P001,1,10,E,155,C3,Yr1,566676,2940889,10/30/2020,Transition,379,53,50,55,52.7,495,442.3,147,Yes
17525,169,P00111_C,P001,1,11,C,157,C3,Yr1,567154,2941468,10/30/2020,Transition,284,54,51,53,52.7,495,442.3,160,Yes
17526,170,P00111_E,P001,1,11,E,158,C3,Yr1,567166,2941472,10/30/2020,Transition,277,63,58,63,61.3,495,433.7,108,Yes
17527,174,P00113_C,P001,1,13,C,160,C3,Yr1,567041,2941652,10/30/2020,Slough,293,57,59,61,59,495,436,135,Yes
17528,175,P00113_E,P001,1,13,E,161,C3,Yr1,567049,2941654,10/30/2020,Slough,290,58,52,55,55,495,440,0,Yes
17529,183,P00117_C,P001,1,17,C,163,C3,Yr1,566959,2941767,10/30/2020,Slough,309,70,66,66,67.3,495,427.7,0,Yes
17530,184,P00117_E,P001,1,17,E,164,C3,Yr1,566969,2941771,10/30/2020,Slough,308,65,65,62,64,495,431,0,Yes
17531,192,P00121_C,P001,1,21,C,166,C3,Yr1,567777,2941031,10/30/2020,Slough,232,60,61,60,60.3,495,434.7,0,Yes
17532,193,P00121_E,P001,1,21,E,167,C3,Yr1,567779,2941031,10/30/2020,Slough,239,58,65,60,61,495,434,0,Yes
17533,195,P00122_C,P001,1,22,C,169,C3,Yr1,567814,2941117,10/30/2020,Transition,255,60,59,57,58.7,495,436.3,100,Yes
17534,196,P00122_E,P001,1,22,E,170,C3,Yr1,567818,2941117,10/30/2020,XXXXXX,NA,NA,NA,NA,NA,NA,NA,NA,Yes
17535,202,P00125_C,P001,1,25,C,172,C3,Yr1,567731,2940991,10/30/2020,Slough,214,67,65,65,65.7,495,429.3,0,Yes
17536,203,P00125_E,P001,1,25,E,173,C3,Yr1,567741,2940994,10/30/2020,Slough,270,59,59,63,60.3,495,434.7,0,Yes
17537,205,P00126_C,P001,1,26,C,175,C3,Yr1,567798,2941362,10/30/2020,Slough,251,62,63,63,62.7,495,432.3,0,Yes
17538,206,P00126_E,P001,1,26,E,176,C3,Yr1,567808,2941366,10/30/2020,Slough,258,63,68,63,64.7,495,430.3,0,Yes
17539,208,P00127_C,P001,1,27,C,178,C3,Yr1,567699,2941305,10/30/2020,Slough,262,64,69,67,66.7,495,428.3,0,Yes
