PSU_CY,PSU_CY_YR,PSU_ID,PSU,PLOT,CLUS,POINT,EAST_UTM_NAD83,NORTH_UTM_NAD83,SampDate,WD1,WD2,WD3,WD_MN,CLAJAM_HT,HABITAT_L2,DATASHEET,EDENWSE,SOILDEP,GR_ELEV,BR_ELEV,SOILDEP_corr,MAP_CLASS,MAP_CLASS_corr,OBSERVER
C3,2,P021,P021,21_C,21,C,559712.0594,2903469.504,9/20/2021,103,105,102,103.3333333,0,Slough,NA,NA,NA,NA,NA,84,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,21_E,21,E,559717.9283,2903470.751,9/20/2021,101,100,100,100.3333333,0,Slough,NA,NA,NA,NA,NA,84,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,21_N,21,N,559705.4063,2903500.804,9/20/2021,90,88,92,90,0,Slough,NA,NA,NA,NA,NA,108,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,22_C,22,C,559558.6749,2903379.086,9/20/2021,72,71,72,71.66666667,201,Transition,NA,NA,NA,NA,NA,214,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,22_E,22,E,559578.2379,2903383.244,9/20/2021,69,71,71,70.33333333,135,Ridge,NA,NA,NA,NA,NA,165,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,22_N,22,N,559555.5562,2903393.758,9/20/2021,75,74,74,74.33333333,174,Ridge,NA,NA,NA,NA,NA,194,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,23_C,23,C,559525.1066,2903511.835,9/20/2021,107,106,105,106,0,Slough,NA,NA,NA,NA,NA,71,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,23_E,23,E,559552.4947,2903517.657,9/20/2021,83,80,79,80.66666667,158,Transition,NA,NA,NA,NA,NA,116,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,23_N,23,N,559520.5325,2903533.355,9/20/2021,94,94,94,94,0,Slough,NA,NA,NA,NA,NA,70,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,24_C,24,C,559492.1649,2903291.284,9/20/2021,105,104,106,105,0,Slough,NA,NA,NA,NA,NA,84,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,24_E,24,E,559500.9682,2903293.155,9/20/2021,101,103,103,102.3333333,0,Slough,NA,NA,NA,NA,NA,89,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,24_N,24,N,559490.5016,2903299.109,9/20/2021,103,105,100,102.6666667,0,Slough,NA,NA,NA,NA,NA,100,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,25_C,25,C,559702.8464,2903518.193,9/20/2021,106,104,105,105,0,Slough,NA,NA,NA,NA,NA,105,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,25_E,25,E,559725.3438,2903522.975,9/20/2021,99,98,99,98.66666667,0,Slough,NA,NA,NA,NA,NA,174,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,25_N,25,N,559697.8565,2903541.668,9/20/2021,107,110,111,109.3333333,0,Slough,NA,NA,NA,NA,NA,185,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,26_C,26,C,559909.3967,2903125.973,9/20/2021,82,80,81,81,0,Slough,NA,NA,NA,NA,NA,102,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,26_E,26,E,559927.9815,2903129.923,9/20/2021,82,82,83,82.33333333,0,Slough,NA,NA,NA,NA,NA,115,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,26_N,26,N,559904.8226,2903147.492,9/20/2021,83,86,83,84,0,Slough,NA,NA,NA,NA,NA,110,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,28_C,28,C,559776.7164,2903093.24,9/20/2021,106,105,107,106,0,Slough,NA,NA,NA,NA,NA,79,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,28_E,28,E,559785.5197,2903095.111,9/20/2021,105,104,105,104.6666667,0,Slough,NA,NA,NA,NA,NA,83,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,28_N,28,N,559770.0632,2903124.541,9/20/2021,101,100,100,100.3333333,0,Slough,NA,NA,NA,NA,NA,89,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,29_C,29,C,559901.4417,2903334.153,9/20/2021,78,76,80,78,181,Ridge,NA,NA,NA,NA,NA,69,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,29_E,29,E,559925.8954,2903339.351,9/20/2021,68,70,72,70,180,Transition,NA,NA,NA,NA,NA,149,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,29_N,29,N,559895.6202,2903361.541,9/20/2021,87,84,88,86.33333333,165,Transition,NA,NA,NA,NA,NA,126,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,31_C,31,C,560455.9609,2903712.189,9/20/2021,84,86,85,85,176,Ridge,NA,NA,NA,NA,NA,170,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,31_E,31,E,560472.5895,2903715.723,9/20/2021,77,77,78,77.33333333,139,Transition,NA,NA,NA,NA,NA,168,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,31_N,31,N,560453.466,2903723.927,9/20/2021,91,89,89,89.66666667,166,Ridge,NA,NA,NA,NA,NA,140,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,32_C,32,C,560598.9105,2903682.955,9/20/2021,100,98,97,98.33333333,0,Slough,NA,NA,NA,NA,NA,185,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,32_E,32,E,560615.539,2903686.489,9/20/2021,103,101,103,102.3333333,0,Slough,NA,NA,NA,NA,NA,159,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,32_N,32,N,560597.4551,2903689.802,9/20/2021,104,101,102,102.3333333,0,Slough,NA,NA,NA,NA,NA,185,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,33_C,33,C,560674.5289,2903743.116,9/20/2021,66,69,69,68,228,Ridge,NA,NA,NA,NA,NA,163,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,33_E,33,E,560681.376,2903744.572,9/20/2021,65,68,66,66.33333333,184,Ridge,NA,NA,NA,NA,NA,168,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,33_N,33,N,560667.252,2903777.352,9/20/2021,74,74,73,73.66666667,175,Ridge,NA,NA,NA,NA,NA,171,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,34_C,34,C,560738.0221,2903620.478,9/20/2021,75,74,75,74.66666667,148,Ridge,NA,NA,NA,NA,NA,104,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,34_E,34,E,560744.8691,2903621.933,9/20/2021,72,73,72,72.33333333,188,Ridge,NA,NA,NA,NA,NA,113,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,34_N,34,N,560732.8243,2903644.932,9/20/2021,64,65,65,64.66666667,258,Ridge,NA,NA,NA,NA,NA,123,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,35_C,35,C,560475.9861,2903701.207,9/20/2021,76,79,79,78,155,Ridge,NA,NA,NA,NA,NA,142,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,35_E,35,E,560494.5709,2903705.157,9/20/2021,95,93,93,93.66666667,0,Slough,NA,NA,NA,NA,NA,155,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,35_N,35,N,560474.5307,2903708.054,9/20/2021,78,78,78,78,130,Ridge,NA,NA,NA,NA,NA,190,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,36_C,36,C,560771.7745,2903238.536,9/17/2021,65,65,64,64.66666667,164,Ridge,NA,NA,NA,NA,NA,206,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,36_E,36,E,560806.0097,2903245.813,9/17/2021,72,72,70,71.33333333,166,Ridge,NA,NA,NA,NA,NA,145,MFGt,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,36_N,36,N,560767.2005,2903260.055,9/17/2021,65,63,64,64,177,Ridge,NA,NA,NA,NA,NA,184,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,38_C,38,C,560973.5025,2903241.701,9/17/2021,69,69,67,68.33333333,162,Ridge,NA,NA,NA,NA,NA,104,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,38_E,38,E,560991.1091,2903245.443,9/17/2021,62,62,61,61.66666667,170,Transition,NA,NA,NA,NA,NA,126,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,38_N,38,N,560967.473,2903270.067,9/17/2021,93,91,93,92.33333333,0,Transition,NA,NA,NA,NA,NA,78,MFRBa,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,39_C,39,C,560832.3518,2903311.918,9/17/2021,84,84,84,84,0,Transition,NA,NA,NA,NA,NA,102,MFO,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,39_E,39,E,560838.2207,2903313.166,9/17/2021,66,67,66,66.33333333,165,Ridge,NA,NA,NA,NA,NA,143,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,39_N,39,N,560827.5699,2903334.416,9/17/2021,73,72,70,71.66666667,155,Ridge,NA,NA,NA,NA,NA,127,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,40_C,40,C,560867.9316,2903179.181,9/17/2021,60,62,60,60.66666667,168,Transition,NA,NA,NA,NA,NA,139,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,40_E,40,E,560878.6912,2903181.468,9/17/2021,90,91,90,90.33333333,0,Slough,NA,NA,NA,NA,NA,135,MFO,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,40_N,40,N,560866.4762,2903186.028,9/17/2021,90,91,90,90.33333333,0,Slough,NA,NA,NA,NA,NA,115,MFRBa,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P021,P021,43_C,43,C,559448.3231,2904138.347,9/20/2021,70,70,69,69.66666667,173,Ridge,NA,NA,NA,NA,NA,165,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,43_E,43,E,559481.5801,2904145.416,9/20/2021,67,65,66,66,176,Ridge,NA,NA,NA,NA,NA,137,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,43_N,43,N,559444.3728,2904156.932,9/20/2021,72,71,70,71,126,Ridge,NA,NA,NA,NA,NA,132,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,44_C,44,C,559500.7207,2904036.695,9/20/2021,95,97,97,96.33333333,0,Slough,NA,NA,NA,NA,NA,73,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,44_E,44,E,559511.4804,2904038.982,9/20/2021,68,68,67,67.66666667,151,Transition,NA,NA,NA,NA,NA,87,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,44_N,44,N,559495.9388,2904059.192,9/20/2021,100,100,101,100.3333333,0,Slough,NA,NA,NA,NA,NA,125,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,46_C,46,C,559537.5067,2904289.383,9/20/2021,68,69,69,68.66666667,186,Ridge,NA,NA,NA,NA,NA,89,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,46_E,46,E,559571.7418,2904296.66,9/20/2021,77,77,76,76.66666667,115,Transition,NA,NA,NA,NA,NA,81,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,46_N,46,N,559531.4772,2904317.749,9/20/2021,62,62,61,61.66666667,220,Ridge,NA,NA,NA,NA,NA,103,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,47_C,47,C,559356.4664,2904351.68,9/20/2021,77,80,80,79,125,Transition,NA,NA,NA,NA,NA,127,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,47_E,47,E,559385.8108,2904357.917,9/20/2021,78,79,80,79,0,Transition,NA,NA,NA,NA,NA,77,MFGe,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,47_N,47,N,559353.7636,2904364.396,9/20/2021,67,68,69,68,172,Ridge,NA,NA,NA,NA,NA,105,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,48_C,48,C,559452.9395,2904220.326,9/20/2021,67,68,70,68.33333333,169,Ridge,NA,NA,NA,NA,NA,264,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,48_E,48,E,559463.6991,2904222.613,9/20/2021,72,74,76,74,175,Ridge,NA,NA,NA,NA,NA,177,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,48_N,48,N,559450.4445,2904232.064,9/20/2021,76,76,78,76.66666667,163,Ridge,NA,NA,NA,NA,NA,264,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,49_C,49,C,559379.3126,2904378.365,9/20/2021,68,69,69,68.66666667,186,Ridge,NA,NA,NA,NA,NA,89,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,49_E,49,E,559398.8755,2904382.524,9/20/2021,77,77,76,76.66666667,115,Transition,NA,NA,NA,NA,NA,81,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,49_N,49,N,559377.2334,2904388.147,9/20/2021,62,62,61,61.66666667,220,Ridge,NA,NA,NA,NA,NA,103,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,51_C,51,C,560291.6027,2904477.837,9/20/2021,68,70,69,69,177,Transition,NA,NA,NA,NA,NA,91,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,51_E,51,E,560301.3842,2904479.917,9/20/2021,67,65,67,66.33333333,179,Ridge,NA,NA,NA,NA,NA,98,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,51_N,51,N,560287.0286,2904499.357,9/20/2021,70,71,72,71,0,Slough,NA,NA,NA,NA,NA,79,MFGe,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,52_C,52,C,560333.145,2904349.557,9/20/2021,77,76,79,77.33333333,220,Transition,NA,NA,NA,NA,NA,100,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,52_E,52,E,560339.0139,2904350.804,9/20/2021,78,78,80,78.66666667,0,Transition,NA,NA,NA,NA,NA,241,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,52_N,52,N,560330.6501,2904361.295,9/20/2021,83,83,80,82,0,Slough,NA,NA,NA,NA,NA,129,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,53_C,53,C,560052.2564,2904622.811,9/20/2021,75,76,75,75.33333333,172,Ridge,NA,NA,NA,NA,NA,103,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,53_E,53,E,560071.8193,2904626.97,9/20/2021,78,77,78,77.66666667,175,Ridge,NA,NA,NA,NA,NA,146,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,53_N,53,N,560047.4744,2904645.309,9/20/2021,76,75,75,75.33333333,185,Ridge,NA,NA,NA,NA,NA,130,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,56_C,56,C,560608.5664,2904392.932,9/20/2021,75,78,76,76.33333333,148,Transition,NA,NA,NA,NA,NA,132,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,56_E,56,E,560632.042,2904397.922,9/20/2021,67,68,68,67.66666667,185,Transition,NA,NA,NA,NA,NA,147,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,56_N,56,N,560604.2003,2904413.473,9/20/2021,72,72,72,72,168,Transition,NA,NA,NA,NA,NA,101,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,58_C,58,C,560569.7501,2904365.062,9/20/2021,71,70,70,70.33333333,161,Ridge,NA,NA,NA,NA,NA,129,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,58_E,58,E,560578.5534,2904366.933,9/20/2021,78,80,76,78,170,Ridge,NA,NA,NA,NA,NA,145,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,58_N,58,N,560567.671,2904374.843,9/20/2021,70,69,71,70,176,Ridge,NA,NA,NA,NA,NA,124,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,59_C,59,C,560499.3288,2904475.486,9/20/2021,72,74,74,73.33333333,132,Transition,NA,NA,NA,NA,NA,106,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,59_E,59,E,560532.5858,2904482.555,9/20/2021,68,71,72,70.33333333,146,Ridge,NA,NA,NA,NA,NA,119,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,59_N,59,N,560492.2598,2904508.743,9/20/2021,72,73,74,73,150,Transition,NA,NA,NA,NA,NA,152,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,60_C,60,C,560535.5172,2904424.708,9/20/2021,73,73,74,73.33333333,140,Transition,NA,NA,NA,NA,NA,161,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,60_E,60,E,560540.4079,2904425.748,9/20/2021,69,68,70,69,139,Transition,NA,NA,NA,NA,NA,146,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,60_N,60,N,560528.864,2904456.009,9/20/2021,72,72,73,72.33333333,0,Transition,NA,NA,NA,NA,NA,159,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,73_C,73,C,560181.2444,2905445.312,9/20/2021,68,67,67,67.33333333,235,Ridge,NA,NA,NA,NA,NA,153,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,73_E,73,E,560211.567,2905451.757,9/20/2021,56,57,57,56.66666667,195,Ridge,NA,NA,NA,NA,NA,113,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,73_N,73,N,560178.5416,2905458.028,9/20/2021,67,68,65,66.66666667,160,Ridge,NA,NA,NA,NA,NA,174,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,75_C,75,C,560114.5899,2905391.84,9/20/2021,66,65,67,66,155,Ridge,NA,NA,NA,NA,NA,91,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,75_E,75,E,560146.8688,2905398.701,9/20/2021,70,68,69,69,0,Transition,NA,NA,NA,NA,NA,71,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P021,P021,75_N,75,N,560113.3425,2905397.709,9/20/2021,68,67,66,67,167,Ridge,NA,NA,NA,NA,NA,110,MFGc,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,06_C,6,C,508592,2821976.124,11/11/2021,49,46,46,47,188,Transition,NA,NA,NA,NA,NA,49,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,06_E,6,E,508616.2574,2821982.172,11/11/2021,42,42,42,42,165,Ridge,NA,NA,NA,NA,NA,56,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,06_N,6,N,508589.3389,2821986.797,11/11/2021,46,45,44,45,150,Transition,NA,NA,NA,NA,NA,54,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,07_C,7,C,508732,2822039.124,11/11/2021,39,39,39,39,138,Transition,NA,NA,NA,NA,NA,80,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,07_E,7,E,508752.3762,2822044.204,11/11/2021,42,43,44,43,60,Transition,NA,NA,NA,NA,NA,74,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,07_N,7,N,508724.9843,2822067.262,11/11/2021,40,40,38,39.33333333,107,Transition,NA,NA,NA,NA,NA,125,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,08_C,8,C,508545,2821897.124,11/11/2021,39,40,41,40,168,Transition,NA,NA,NA,NA,NA,54,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,08_E,8,E,508559.5544,2821900.753,11/11/2021,46,46,45,45.66666667,110,Transition,NA,NA,NA,NA,NA,67,MFGX,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,08_N,8,N,508542.0969,2821908.767,11/11/2021,37,37,37,37,131,Transition,NA,NA,NA,NA,NA,25,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,09_C,9,C,508605,2822086.124,11/11/2021,48,48,47,47.66666667,108,Slough,NA,NA,NA,NA,NA,31,MFO,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,09_E,9,E,508608.8812,2822087.092,11/11/2021,46,46,45,45.66666667,131,Slough,NA,NA,NA,NA,NA,49,MFO,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,09_N,9,N,508598.4681,2822112.322,11/11/2021,51,50,50,50.33333333,125,Slough,NA,NA,NA,NA,NA,49,MFO,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,10_C,10,C,508433,2821955.124,11/11/2021,39,40,39,39.33333333,115,Transition,NA,NA,NA,NA,NA,143,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,10_E,10,E,508435.9109,2821955.85,11/11/2021,41,41,40,40.66666667,110,Transition,NA,NA,NA,NA,NA,59,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,10_N,10,N,508428.4035,2821973.559,11/11/2021,47,49,46,47.33333333,131,Transition,NA,NA,NA,NA,NA,168,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,11_C,11,C,509124,2821958.124,11/11/2021,44,44,44,44,158,Transition,NA,NA,NA,NA,NA,36,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,11_E,11,E,509136.6138,2821961.269,11/11/2021,41,41,42,41.33333333,118,Transition,NA,NA,NA,NA,NA,54,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,11_N,11,N,509119.4035,2821976.56,11/11/2021,42,42,43,42.33333333,126,Transition,NA,NA,NA,NA,NA,73,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,12_C,12,C,509252,2822065.124,11/11/2021,44,44,46,44.66666667,163,Transition,NA,NA,NA,NA,NA,51,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,12_E,12,E,509261.703,2822067.543,11/11/2021,45,44,44,44.33333333,147,Transition,NA,NA,NA,NA,NA,58,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,12_N,12,N,509248.6131,2822078.708,11/11/2021,46,45,48,46.33333333,146,Transition,NA,NA,NA,NA,NA,48,MFGc,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,13_C,13,C,509051,2821926.124,11/11/2021,45,45,46,45.33333333,154,Transition,NA,NA,NA,NA,NA,76,MFGX,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,13_E,13,E,509083.0198,2821934.108,11/11/2021,45,46,46,45.66666667,128,Transition,NA,NA,NA,NA,NA,48,CRIAME,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,13_N,13,N,509046.4035,2821944.56,11/11/2021,39,39,40,39.33333333,107,Transition,NA,NA,NA,NA,NA,83,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,14_C,14,C,509240,2822008.124,11/11/2021,48,48,47,47.66666667,128,Transition,NA,NA,NA,NA,NA,55,MFRBa,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,14_E,14,E,509265.2277,2822014.414,11/11/2021,45,45,45,45,135,Transition,NA,NA,NA,NA,NA,61,MFGX,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,14_N,14,N,509232.2585,2822039.174,11/11/2021,48,47,47,47.33333333,138,Transition,NA,NA,NA,NA,NA,10,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,15_C,15,C,508999,2821977.124,11/11/2021,39,40,40,39.66666667,118,Transition,NA,NA,NA,NA,NA,98,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,15_E,15,E,509029.0792,2821984.624,11/11/2021,43,42,41,42,116,Transition,NA,NA,NA,NA,NA,104,MFGe,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,15_N,15,N,508992.4681,2822003.322,11/11/2021,39,37,38,38,73,Transition,NA,NA,NA,NA,NA,86,MFGX,NA,"S. Castaneda, C. Prieto, M. Hernandez"
C3,2,P022,P022,16_C,16,C,509628,2821624.124,11/1/2021,46,47,48,47,114,Transition,NA,NA,NA,NA,NA,61,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,16_E,16,E,509636.7327,2821626.302,11/1/2021,50,48,48,48.66666667,142,Transition,NA,NA,NA,NA,NA,52,MFO,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,16_N,16,N,509626.7904,2821628.976,11/1/2021,46,50,46,47.33333333,120,Transition,NA,NA,NA,NA,NA,64,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,17_C,17,C,509792,2821733.124,11/1/2021,45,30,48,41,155,Transition,NA,NA,NA,NA,NA,51,MFGe,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,17_E,17,E,509799.7624,2821735.06,11/1/2021,49,50,50,49.66666667,168,Transition,NA,NA,NA,NA,NA,53,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,17_N,17,N,509785.952,2821757.382,11/1/2021,45,45,47,45.66666667,180,Transition,NA,NA,NA,NA,NA,64,MFGe,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,18_C,18,C,509607,2821893.124,11/1/2021,39,37,39,38.33333333,134,Transition,NA,NA,NA,NA,NA,48,PANHEM,NA,"S. Castaneda, C. Prieto, B. Constant"
C3,2,P022,P022,18_E,18,E,509630.2871,2821898.931,11/1/2021,34,36,35,35,114,Transition,NA,NA,NA,NA,NA,67,MFRBa,NA,"S. Castaneda, C. Prieto, B. Constant"
